url_length,domain_length,path_length,num_dots,num_hyphens,num_subdomains,has_https,has_ip,has_at_symbol,num_special_chars,digits_in_domain,suspicious_tld,has_login,has_verify,has_secure,has_account,has_update,has_query,label
29,13,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
58,36,15,4,0,4,0,0,0,1,0,1,0,0,0,0,1,0,1
37,13,17,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
36,12,8,2,0,2,1,0,0,3,0,0,0,0,0,1,0,1,0
84,35,15,4,2,4,0,0,0,5,0,1,1,0,0,1,0,1,1
28,14,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
55,33,15,5,0,5,0,0,0,1,0,0,0,1,0,0,0,0,1
58,33,17,1,3,1,1,0,0,1,0,1,0,0,1,1,0,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
56,38,11,5,0,5,0,0,0,1,0,1,1,0,0,1,1,0,1
39,22,9,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
71,48,15,6,0,6,1,0,0,1,0,1,0,0,0,1,0,0,1
21,9,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
102,53,15,6,0,6,0,0,0,5,0,1,0,0,0,0,1,1,1
18,6,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
22,9,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
92,44,14,5,0,5,0,0,0,5,0,0,0,1,1,0,1,1,1
25,13,4,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
26,13,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
35,14,14,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
64,40,17,5,0,5,0,0,0,1,0,1,0,0,1,0,0,0,1
36,12,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
28,11,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
22,8,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
23,9,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
18,6,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
62,40,15,3,2,3,0,0,0,1,0,1,0,0,0,0,0,0,1
64,41,15,3,2,3,1,0,0,1,0,1,1,1,0,1,0,0,1
31,18,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
79,31,14,4,0,4,0,0,0,5,0,0,1,0,0,1,0,1,1
27,15,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
22,6,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24,7,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
41,20,5,3,0,3,1,0,0,3,0,0,0,0,0,0,0,1,0
23,7,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
29,13,8,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
96,47,15,6,0,6,0,0,0,5,0,1,0,1,0,1,0,1,1
37,14,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
23,7,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
78,29,15,4,0,4,0,0,0,5,0,1,0,1,0,0,0,1,1
35,15,13,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
29,15,6,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
68,45,15,6,0,6,1,0,0,1,0,0,0,1,0,1,0,0,1
39,17,6,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
26,12,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
66,41,17,5,0,5,1,0,0,1,0,1,0,1,1,0,0,0,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
80,58,15,7,0,7,0,0,0,1,0,1,0,1,0,1,0,0,1
29,13,8,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
39,15,17,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
55,31,17,5,0,5,0,0,0,1,0,0,1,0,0,0,1,0,1
21,8,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
54,31,15,4,0,4,1,0,0,1,0,0,0,1,0,0,0,0,1
54,32,14,3,2,3,1,0,0,1,0,1,0,0,1,0,1,0,1
64,44,13,6,0,6,0,0,0,1,0,0,1,1,1,1,1,0,1
84,35,14,4,0,4,1,0,0,5,0,1,0,0,1,0,1,1,1
57,34,15,1,3,1,1,0,0,1,0,1,0,0,1,0,1,0,1
26,9,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
86,40,11,1,3,1,1,0,0,5,0,1,1,0,0,0,1,1,1
26,17,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
66,43,15,5,0,5,1,0,0,1,0,1,0,0,0,0,0,0,1
37,13,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
26,12,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
89,40,15,2,3,2,0,0,0,5,0,1,0,1,0,1,1,1,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
54,32,15,4,0,4,0,0,0,1,0,0,0,1,0,1,0,0,1
100,51,14,3,2,3,1,0,0,5,0,1,0,0,1,0,1,1,1
33,17,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
32,10,6,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
37,14,16,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
35,15,13,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
78,29,15,1,2,1,0,0,0,5,0,1,0,1,0,0,0,1,1
34,14,5,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
64,41,15,5,0,5,1,0,0,1,0,1,0,0,0,0,0,0,1
84,62,15,7,0,7,0,0,0,1,0,0,0,0,0,1,0,0,1
24,10,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
23,10,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
35,13,6,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
66,44,15,4,2,4,0,0,0,1,0,1,0,0,0,1,0,0,1
63,41,15,1,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1
38,14,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
62,40,15,2,3,2,0,0,0,1,0,1,0,0,0,0,0,0,1
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
29,13,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
82,34,14,2,2,2,0,0,0,5,0,1,0,0,1,0,1,1,1
52,32,12,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1
36,14,15,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
35,12,16,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
66,43,15,4,0,4,1,0,0,1,0,0,0,1,0,1,0,0,1
56,34,15,4,0,4,0,0,0,1,0,1,0,1,0,1,0,0,1
30,18,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
22,6,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
83,36,12,5,0,5,1,0,0,5,0,1,1,0,0,0,1,1,1
27,13,6,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
60,38,15,1,3,1,0,0,0,1,0,1,0,1,0,1,0,0,1
60,40,13,5,0,5,0,0,0,1,0,1,1,0,1,0,0,0,1
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
63,38,17,3,2,3,1,0,0,1,0,1,0,0,0,0,1,0,1
25,11,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
26,10,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
39,22,9,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
36,14,15,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
90,45,11,4,2,4,0,0,0,5,0,0,1,1,0,0,0,1,1
27,13,6,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
23,9,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
88,40,14,5,0,5,0,0,0,5,0,1,0,0,1,0,1,1,1
66,44,15,6,0,6,0,0,0,1,0,1,1,0,0,0,0,0,1
79,31,13,1,2,1,1,0,0,5,0,1,1,0,1,0,1,1,1
26,10,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
65,43,15,3,2,3,0,0,0,1,0,0,0,1,0,1,0,0,1
26,10,8,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
59,38,14,4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1
35,14,14,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
69,47,15,6,0,6,0,0,0,1,0,1,0,1,1,0,0,0,1
67,45,15,6,0,6,0,0,0,1,0,1,0,1,1,1,1,0,1
97,48,15,6,0,6,0,0,0,5,0,1,0,1,0,1,0,1,1
72,49,15,3,2,3,1,0,0,1,0,1,0,0,0,0,0,0,1
22,6,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
29,15,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
30,14,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33,14,12,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
34,14,4,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
98,49,15,4,2,4,0,0,0,5,0,1,0,0,1,0,0,1,1
58,36,15,4,2,4,0,0,0,1,0,0,0,1,0,1,0,0,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
59,37,15,2,3,2,0,0,0,1,0,1,0,1,0,1,0,0,1
99,50,15,2,3,2,0,0,0,5,0,0,0,1,0,0,0,1,1
37,13,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
29,16,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
38,14,17,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
71,25,11,3,0,3,1,0,0,5,0,1,1,0,0,0,1,1,1
20,8,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
58,34,17,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1
36,14,15,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
26,9,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26,13,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
42,20,14,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1
26,10,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
19,6,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
36,11,9,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
43,23,12,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1
38,14,17,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
32,11,5,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
30,17,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
32,13,12,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
63,41,15,4,2,4,0,0,0,1,0,0,0,0,1,0,0,0,1
82,31,17,5,0,5,0,0,0,5,0,1,0,0,1,0,0,1,1
34,14,4,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
28,14,6,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
34,21,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
30,16,6,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
36,13,16,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
90,41,15,5,0,5,0,0,0,5,0,1,1,0,1,1,0,1,1
60,37,15,1,3,1,1,0,0,1,0,1,0,0,0,1,1,0,1
94,45,15,4,2,4,0,0,0,5,0,1,0,1,0,1,1,1,1
35,19,8,3,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0
41,14,20,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
42,19,15,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1
31,14,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
23,14,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
58,34,17,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1
69,48,14,2,3,2,0,0,0,1,0,1,0,0,1,1,1,0,1
72,49,15,6,0,6,1,0,0,1,0,0,0,0,0,1,0,0,1
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
61,36,17,5,0,5,1,0,0,1,0,0,1,0,1,0,0,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
38,13,9,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
37,16,5,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
65,43,15,5,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1
26,10,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
24,12,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
87,39,14,4,2,4,0,0,0,5,0,0,0,0,1,1,1,1,1
64,41,15,5,0,5,1,0,0,1,0,1,1,0,0,0,1,0,1
29,12,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
85,36,14,3,0,3,1,0,0,5,0,0,0,0,1,0,1,1,1
86,35,17,4,0,4,0,0,0,5,0,1,0,0,1,0,0,1,1
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
36,20,8,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
38,14,8,2,0,2,1,0,0,3,0,0,0,0,0,1,0,1,0
59,37,15,5,0,5,0,0,0,1,0,1,0,0,0,1,0,0,1
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
31,15,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
58,38,13,5,0,5,0,0,0,1,0,1,1,0,1,0,0,0,1
28,15,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
26,12,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
27,13,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
60,38,14,3,2,3,1,0,0,1,0,1,0,1,1,0,1,0,1
49,27,15,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
58,35,15,4,0,4,1,0,0,1,0,1,0,0,0,0,1,0,1
37,21,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
56,35,14,3,2,3,0,0,0,1,0,1,0,1,0,0,0,0,1
70,48,15,4,2,4,0,0,0,1,0,1,0,1,0,1,0,0,1
86,37,15,1,0,1,0,0,0,5,0,1,1,0,0,1,0,1,1
36,19,9,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
63,39,17,4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1
26,9,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
33,17,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
35,14,14,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
27,15,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
75,52,15,6,0,6,1,0,0,1,0,1,0,0,1,1,0,0,1
36,14,6,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
27,10,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26,12,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
86,37,15,2,3,2,0,0,0,5,0,1,0,1,0,1,1,1,1
32,18,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
86,36,15,5,0,5,1,0,0,5,0,1,0,1,0,1,0,1,1
52,30,15,4,0,4,0,0,0,1,0,1,0,1,0,1,0,0,1
26,17,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
47,24,15,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1
28,12,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
25,12,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
61,38,15,3,2,3,1,0,0,1,0,1,0,1,1,1,0,0,1
27,14,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
39,15,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
60,38,15,5,0,5,0,0,0,1,0,1,0,1,0,1,0,0,1
69,47,15,6,0,6,0,0,0,1,0,1,0,0,0,1,0,0,1
84,35,15,2,0,2,0,0,0,5,0,1,0,0,1,0,0,1,1
42,21,13,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
19,6,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
28,11,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
99,47,17,6,0,6,1,0,0,5,0,0,1,0,1,0,0,1,1
27,10,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
72,50,14,6,0,6,1,0,0,1,0,1,0,0,1,1,1,0,1
27,11,8,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0
62,41,14,4,2,4,0,0,0,1,0,1,0,0,1,0,1,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
76,55,14,7,0,7,0,0,0,1,0,1,0,1,0,0,0,0,1
35,13,15,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
61,41,13,4,2,4,0,0,0,1,0,1,1,0,1,0,0,0,1
55,34,13,1,3,1,1,0,0,1,0,1,1,0,1,0,0,0,1
31,14,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
30,14,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
61,42,12,5,0,5,0,0,0,1,0,0,1,0,1,0,1,0,1
22,13,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
53,31,15,5,0,5,0,0,0,1,0,1,1,1,0,1,0,0,1
32,12,13,3,0,3,0,1,0,1,9,0,1,0,0,0,0,0,1
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
30,13,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
96,47,15,4,2,4,0,0,0,5,0,0,1,0,0,0,0,1,1
32,18,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
72,48,17,6,0,6,0,0,0,1,0,1,0,1,0,0,0,0,1
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
34,10,8,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
72,50,14,6,0,6,1,0,0,1,0,1,0,0,1,0,1,0,1
64,42,15,4,2,4,0,0,0,1,0,1,0,1,0,0,0,0,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
30,16,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
53,33,12,1,3,1,1,0,0,1,0,1,0,0,0,0,1,0,1
69,47,15,5,0,5,0,0,0,1,0,1,0,0,1,0,0,0,1
35,14,14,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
64,42,15,5,0,5,0,0,0,1,0,1,0,1,0,1,1,0,1
63,41,15,3,2,3,0,0,0,1,0,1,0,0,0,0,0,0,1
28,11,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
59,37,15,3,2,3,0,0,0,1,0,1,0,1,0,1,0,0,1
66,21,11,1,2,1,0,0,0,5,0,0,1,0,1,0,0,1,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
25,9,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
88,39,15,2,3,2,0,0,0,5,0,1,0,0,1,0,0,1,1
22,9,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
77,29,14,2,2,2,0,0,0,5,0,0,1,0,1,1,1,1,1
29,15,6,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
25,11,6,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
26,10,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
95,46,15,3,2,3,0,0,0,5,0,1,0,1,0,1,0,1,1
105,56,15,6,0,6,0,0,0,5,0,1,0,1,0,1,0,1,1
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
40,13,20,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
75,26,15,3,0,3,0,0,0,5,0,0,0,1,0,1,0,1,1
35,13,6,1,0,1,1,0,0,3,0,0,1,0,0,0,0,1,0
49,26,15,3,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1
80,30,15,1,2,1,1,0,0,5,0,1,0,1,0,0,0,1,1
85,37,14,2,0,2,0,0,0,5,0,1,0,0,0,1,0,1,1
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
32,16,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
87,38,15,4,0,4,0,0,0,5,0,1,0,0,0,0,0,1,1
33,13,4,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
23,9,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
91,41,15,5,0,5,1,0,0,5,0,1,0,0,0,0,1,1,1
23,10,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
87,38,15,3,2,3,0,0,0,5,0,1,0,1,0,1,0,1,1
34,15,12,3,0,3,0,1,0,1,12,0,1,0,0,0,0,0,1
66,42,17,2,3,2,0,0,0,1,0,0,0,1,0,0,0,0,1
34,21,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
88,41,13,3,2,3,0,0,0,5,0,1,1,0,1,0,0,1,1
36,13,16,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
29,12,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
39,15,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
27,14,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
28,14,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
34,12,6,1,0,1,1,0,0,3,0,0,1,0,0,0,0,1,0
58,34,17,2,3,2,0,0,0,1,0,0,0,0,1,1,0,0,1
25,13,4,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
24,11,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
35,19,8,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
80,34,12,3,2,3,0,0,0,5,0,1,1,0,0,0,1,1,1
58,40,11,3,2,3,0,0,0,1,0,0,1,0,0,1,0,0,1
37,14,16,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
24,10,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
34,14,13,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
92,43,15,6,0,6,0,0,0,5,0,1,0,0,0,0,1,1,1
28,12,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
28,11,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
101,52,15,7,0,7,0,0,0,5,0,1,0,1,1,1,0,1,1
32,16,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
66,42,17,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
26,13,5,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
24,15,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
62,40,15,4,2,4,0,0,0,1,0,1,0,1,0,0,0,0,1
82,32,15,1,0,1,1,0,0,5,0,1,0,1,1,1,0,1,1
27,6,5,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
41,14,20,3,0,3,0,1,0,1,11,0,1,0,0,0,0,0,1
63,40,15,5,0,5,1,0,0,1,0,1,0,0,0,0,0,0,1
27,14,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
34,13,14,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
41,18,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
28,11,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
89,43,12,3,2,3,0,0,0,5,0,1,0,0,0,0,1,1,1
99,50,15,4,2,4,0,0,0,5,0,1,0,1,0,1,0,1,1
42,17,9,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
30,14,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
33,13,13,3,0,3,0,1,0,1,10,0,1,0,0,0,0,0,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
51,31,13,4,0,4,0,0,0,1,0,1,1,0,1,0,0,0,1
50,29,13,4,0,4,1,0,0,1,0,1,1,1,1,0,0,0,1
32,10,6,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
32,16,8,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
101,51,15,6,0,6,1,0,0,5,0,1,0,1,0,1,0,1,1
90,39,17,4,2,4,0,0,0,5,0,0,0,0,1,0,1,1,1
35,14,5,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
29,15,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
84,37,13,5,0,5,0,0,0,5,0,1,1,1,1,0,0,1,1
27,11,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
48,25,15,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
20,6,6,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
92,44,14,4,2,4,0,0,0,5,0,1,0,0,0,0,0,1,1
20,7,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
37,13,8,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0
28,6,6,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0
73,22,17,1,2,1,0,0,0,5,0,1,1,0,0,0,0,1,1
29,12,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
22,6,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
59,36,15,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1
22,10,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
30,13,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
41,20,5,3,0,3,1,0,0,3,0,0,0,0,0,0,0,1,0
32,15,9,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
23,10,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
30,17,5,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0
33,11,15,3,0,3,0,1,0,1,8,0,1,0,0,0,0,0,1
24,11,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
